分类,名称,字段,数值,类型
天赋卡,grd_rage1,cardId,grd_rage1,string
天赋卡,grd_rage1,displayName,守护者之怒,string
天赋卡,grd_rage1,description,守护点低血时伤害×200%，生命+2,string
天赋卡,grd_rage1,cardType,Guardian,TalentCardType
天赋卡,grd_rage1,rarity,Common,TalentCardRarity
天赋卡,grd_rage1,slotDiscount,0.00,float
天赋卡,grd_rage1,effectType,GuardianLowHpDamageMultiplier,TalentEffectType
天赋卡,grd_rage1,effectValue,200,int
天赋卡,grd_rage1,effectValue2,0,int
天赋卡,grd_rage1,secondaryEffectType,GuardianHpBonus,TalentEffectType
天赋卡,grd_rage1,secondaryEffectValue,2,int
天赋卡,grd_rage1,secondaryEffectValue2,0,int
天赋卡,grd_rage1,effectTarget,Global,CardEffectTarget
天赋卡,grd_rage1,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_rage1,targetOperatorDataId,-1,int
天赋卡,grd_rage1,purchaseCooldownPenalty,0,int
天赋卡,grd_rage1,cardScope,PerRun,CardScope
天赋卡,grd_rage1,isGuardianRewindCard,false,bool
天赋卡,grd_rage1,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_rage1,triggerValue,0,int
天赋卡,grd_rage1,isCurse,false,bool
天赋卡,grd_rage1,curseEffectType,None,TalentEffectType
天赋卡,grd_rage1,curseEffectValue,0,int
天赋卡,grd_rage1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_rage1,curseSecondaryEffectValue,0,int
天赋卡,grd_rage1,curseRemovable,true,bool
天赋卡,grd_regen1,cardId,grd_regen1,string
天赋卡,grd_regen1,displayName,自然恢复,string
天赋卡,grd_regen1,description,守护点回血间隔-15秒,string
天赋卡,grd_regen1,cardType,Guardian,TalentCardType
天赋卡,grd_regen1,rarity,Common,TalentCardRarity
天赋卡,grd_regen1,slotDiscount,0.00,float
天赋卡,grd_regen1,effectType,GuardianRegenInterval,TalentEffectType
天赋卡,grd_regen1,effectValue,15,int
天赋卡,grd_regen1,effectValue2,0,int
天赋卡,grd_regen1,secondaryEffectType,None,TalentEffectType
天赋卡,grd_regen1,secondaryEffectValue,0,int
天赋卡,grd_regen1,secondaryEffectValue2,0,int
天赋卡,grd_regen1,effectTarget,Global,CardEffectTarget
天赋卡,grd_regen1,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_regen1,targetOperatorDataId,-1,int
天赋卡,grd_regen1,purchaseCooldownPenalty,0,int
天赋卡,grd_regen1,cardScope,PerRun,CardScope
天赋卡,grd_regen1,isGuardianRewindCard,false,bool
天赋卡,grd_regen1,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_regen1,triggerValue,0,int
天赋卡,grd_regen1,isCurse,false,bool
天赋卡,grd_regen1,curseEffectType,None,TalentEffectType
天赋卡,grd_regen1,curseEffectValue,0,int
天赋卡,grd_regen1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_regen1,curseSecondaryEffectValue,0,int
天赋卡,grd_regen1,curseRemovable,true,bool
天赋卡,grd_regen2,cardId,grd_regen2,string
天赋卡,grd_regen2,displayName,守护回春,string
天赋卡,grd_regen2,description,守护点回血间隔-8秒,string
天赋卡,grd_regen2,cardType,Guardian,TalentCardType
天赋卡,grd_regen2,rarity,Common,TalentCardRarity
天赋卡,grd_regen2,slotDiscount,0.00,float
天赋卡,grd_regen2,effectType,GuardianRegenInterval,TalentEffectType
天赋卡,grd_regen2,effectValue,8,int
天赋卡,grd_regen2,effectValue2,0,int
天赋卡,grd_regen2,secondaryEffectType,None,TalentEffectType
天赋卡,grd_regen2,secondaryEffectValue,0,int
天赋卡,grd_regen2,secondaryEffectValue2,0,int
天赋卡,grd_regen2,effectTarget,Global,CardEffectTarget
天赋卡,grd_regen2,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_regen2,targetOperatorDataId,-1,int
天赋卡,grd_regen2,purchaseCooldownPenalty,0,int
天赋卡,grd_regen2,cardScope,PerRun,CardScope
天赋卡,grd_regen2,isGuardianRewindCard,false,bool
天赋卡,grd_regen2,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_regen2,triggerValue,0,int
天赋卡,grd_regen2,isCurse,false,bool
天赋卡,grd_regen2,curseEffectType,None,TalentEffectType
天赋卡,grd_regen2,curseEffectValue,0,int
天赋卡,grd_regen2,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_regen2,curseSecondaryEffectValue,0,int
天赋卡,grd_regen2,curseRemovable,true,bool
天赋卡,grd_resonance1,cardId,grd_resonance1,string
天赋卡,grd_resonance1,displayName,守护共鸣,string
天赋卡,grd_resonance1,description,每存活干员守护点HP+2，生命+2,string
天赋卡,grd_resonance1,cardType,Guardian,TalentCardType
天赋卡,grd_resonance1,rarity,Common,TalentCardRarity
天赋卡,grd_resonance1,slotDiscount,0.00,float
天赋卡,grd_resonance1,effectType,GuardianResonancePerOp,TalentEffectType
天赋卡,grd_resonance1,effectValue,2,int
天赋卡,grd_resonance1,effectValue2,0,int
天赋卡,grd_resonance1,secondaryEffectType,GuardianHpBonus,TalentEffectType
天赋卡,grd_resonance1,secondaryEffectValue,2,int
天赋卡,grd_resonance1,secondaryEffectValue2,0,int
天赋卡,grd_resonance1,effectTarget,Global,CardEffectTarget
天赋卡,grd_resonance1,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_resonance1,targetOperatorDataId,-1,int
天赋卡,grd_resonance1,purchaseCooldownPenalty,0,int
天赋卡,grd_resonance1,cardScope,PerRun,CardScope
天赋卡,grd_resonance1,isGuardianRewindCard,false,bool
天赋卡,grd_resonance1,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_resonance1,triggerValue,0,int
天赋卡,grd_resonance1,isCurse,false,bool
天赋卡,grd_resonance1,curseEffectType,None,TalentEffectType
天赋卡,grd_resonance1,curseEffectValue,0,int
天赋卡,grd_resonance1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_resonance1,curseSecondaryEffectValue,0,int
天赋卡,grd_resonance1,curseRemovable,true,bool
天赋卡,grd_rewind1,cardId,grd_rewind1,string
天赋卡,grd_rewind1,displayName,时光延长,string
天赋卡,grd_rewind1,description,时光回溯额外回退3秒,string
天赋卡,grd_rewind1,cardType,Guardian,TalentCardType
天赋卡,grd_rewind1,rarity,Common,TalentCardRarity
天赋卡,grd_rewind1,slotDiscount,0.00,float
天赋卡,grd_rewind1,effectType,GuardianRewindExtraTime,TalentEffectType
天赋卡,grd_rewind1,effectValue,3,int
天赋卡,grd_rewind1,effectValue2,0,int
天赋卡,grd_rewind1,secondaryEffectType,None,TalentEffectType
天赋卡,grd_rewind1,secondaryEffectValue,0,int
天赋卡,grd_rewind1,secondaryEffectValue2,0,int
天赋卡,grd_rewind1,effectTarget,Global,CardEffectTarget
天赋卡,grd_rewind1,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_rewind1,targetOperatorDataId,-1,int
天赋卡,grd_rewind1,purchaseCooldownPenalty,0,int
天赋卡,grd_rewind1,cardScope,PerRun,CardScope
天赋卡,grd_rewind1,isGuardianRewindCard,false,bool
天赋卡,grd_rewind1,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_rewind1,triggerValue,0,int
天赋卡,grd_rewind1,isCurse,false,bool
天赋卡,grd_rewind1,curseEffectType,None,TalentEffectType
天赋卡,grd_rewind1,curseEffectValue,0,int
天赋卡,grd_rewind1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_rewind1,curseSecondaryEffectValue,0,int
天赋卡,grd_rewind1,curseRemovable,true,bool
天赋卡,grd_rewind2,cardId,grd_rewind2,string
天赋卡,grd_rewind2,displayName,二次回溯,string
天赋卡,grd_rewind2,description,时光回溯额外1次,string
天赋卡,grd_rewind2,cardType,Guardian,TalentCardType
天赋卡,grd_rewind2,rarity,Common,TalentCardRarity
天赋卡,grd_rewind2,slotDiscount,0.00,float
天赋卡,grd_rewind2,effectType,GuardianRewindExtraCount,TalentEffectType
天赋卡,grd_rewind2,effectValue,1,int
天赋卡,grd_rewind2,effectValue2,0,int
天赋卡,grd_rewind2,secondaryEffectType,None,TalentEffectType
天赋卡,grd_rewind2,secondaryEffectValue,0,int
天赋卡,grd_rewind2,secondaryEffectValue2,0,int
天赋卡,grd_rewind2,effectTarget,Global,CardEffectTarget
天赋卡,grd_rewind2,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_rewind2,targetOperatorDataId,-1,int
天赋卡,grd_rewind2,purchaseCooldownPenalty,0,int
天赋卡,grd_rewind2,cardScope,PerRun,CardScope
天赋卡,grd_rewind2,isGuardianRewindCard,false,bool
天赋卡,grd_rewind2,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_rewind2,triggerValue,0,int
天赋卡,grd_rewind2,isCurse,false,bool
天赋卡,grd_rewind2,curseEffectType,None,TalentEffectType
天赋卡,grd_rewind2,curseEffectValue,0,int
天赋卡,grd_rewind2,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_rewind2,curseSecondaryEffectValue,0,int
天赋卡,grd_rewind2,curseRemovable,true,bool
天赋卡,grd_shield1,cardId,grd_shield1,string
天赋卡,grd_shield1,displayName,绝对防御,string
天赋卡,grd_shield1,description,守护点护盾2次，生命+3,string
天赋卡,grd_shield1,cardType,Guardian,TalentCardType
天赋卡,grd_shield1,rarity,Common,TalentCardRarity
天赋卡,grd_shield1,slotDiscount,0.00,float
天赋卡,grd_shield1,effectType,GuardianShieldCount,TalentEffectType
天赋卡,grd_shield1,effectValue,2,int
天赋卡,grd_shield1,effectValue2,0,int
天赋卡,grd_shield1,secondaryEffectType,GuardianHpBonus,TalentEffectType
天赋卡,grd_shield1,secondaryEffectValue,3,int
天赋卡,grd_shield1,secondaryEffectValue2,0,int
天赋卡,grd_shield1,effectTarget,Global,CardEffectTarget
天赋卡,grd_shield1,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_shield1,targetOperatorDataId,-1,int
天赋卡,grd_shield1,purchaseCooldownPenalty,0,int
天赋卡,grd_shield1,cardScope,PerRun,CardScope
天赋卡,grd_shield1,isGuardianRewindCard,false,bool
天赋卡,grd_shield1,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_shield1,triggerValue,0,int
天赋卡,grd_shield1,isCurse,false,bool
天赋卡,grd_shield1,curseEffectType,None,TalentEffectType
天赋卡,grd_shield1,curseEffectValue,0,int
天赋卡,grd_shield1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_shield1,curseSecondaryEffectValue,0,int
天赋卡,grd_shield1,curseRemovable,true,bool
天赋卡,grd_teleport1,cardId,grd_teleport1,string
天赋卡,grd_teleport1,displayName,传送加速,string
天赋卡,grd_teleport1,description,传送冷却-15秒,string
天赋卡,grd_teleport1,cardType,Guardian,TalentCardType
天赋卡,grd_teleport1,rarity,Common,TalentCardRarity
天赋卡,grd_teleport1,slotDiscount,0.00,float
天赋卡,grd_teleport1,effectType,TeleportCooldownReduction,TalentEffectType
天赋卡,grd_teleport1,effectValue,15,int
天赋卡,grd_teleport1,effectValue2,0,int
天赋卡,grd_teleport1,secondaryEffectType,None,TalentEffectType
天赋卡,grd_teleport1,secondaryEffectValue,0,int
天赋卡,grd_teleport1,secondaryEffectValue2,0,int
天赋卡,grd_teleport1,effectTarget,Global,CardEffectTarget
天赋卡,grd_teleport1,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_teleport1,targetOperatorDataId,-1,int
天赋卡,grd_teleport1,purchaseCooldownPenalty,0,int
天赋卡,grd_teleport1,cardScope,PerRun,CardScope
天赋卡,grd_teleport1,isGuardianRewindCard,false,bool
天赋卡,grd_teleport1,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_teleport1,triggerValue,0,int
天赋卡,grd_teleport1,isCurse,false,bool
天赋卡,grd_teleport1,curseEffectType,None,TalentEffectType
天赋卡,grd_teleport1,curseEffectValue,0,int
天赋卡,grd_teleport1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_teleport1,curseSecondaryEffectValue,0,int
天赋卡,grd_teleport1,curseRemovable,true,bool
天赋卡,grd_teleport2,cardId,grd_teleport2,string
天赋卡,grd_teleport2,displayName,战术转移,string
天赋卡,grd_teleport2,description,传送冷却-20秒，传送后攻速+50%持续5秒,string
天赋卡,grd_teleport2,cardType,Guardian,TalentCardType
天赋卡,grd_teleport2,rarity,Common,TalentCardRarity
天赋卡,grd_teleport2,slotDiscount,0.00,float
天赋卡,grd_teleport2,effectType,TeleportCooldownReduction,TalentEffectType
天赋卡,grd_teleport2,effectValue,20,int
天赋卡,grd_teleport2,effectValue2,0,int
天赋卡,grd_teleport2,secondaryEffectType,TeleportAttackSpeedBuff,TalentEffectType
天赋卡,grd_teleport2,secondaryEffectValue,50,int
天赋卡,grd_teleport2,secondaryEffectValue2,5,int
天赋卡,grd_teleport2,effectTarget,Global,CardEffectTarget
天赋卡,grd_teleport2,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_teleport2,targetOperatorDataId,-1,int
天赋卡,grd_teleport2,purchaseCooldownPenalty,0,int
天赋卡,grd_teleport2,cardScope,PerRun,CardScope
天赋卡,grd_teleport2,isGuardianRewindCard,false,bool
天赋卡,grd_teleport2,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_teleport2,triggerValue,0,int
天赋卡,grd_teleport2,isCurse,false,bool
天赋卡,grd_teleport2,curseEffectType,None,TalentEffectType
天赋卡,grd_teleport2,curseEffectValue,0,int
天赋卡,grd_teleport2,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_teleport2,curseSecondaryEffectValue,0,int
天赋卡,grd_teleport2,curseRemovable,true,bool
天赋卡,grd_timelord1,cardId,grd_timelord1,string
天赋卡,grd_timelord1,displayName,时间领主,string
天赋卡,grd_timelord1,description,时光回溯额外2次，额外回退5秒,string
天赋卡,grd_timelord1,cardType,Guardian,TalentCardType
天赋卡,grd_timelord1,rarity,Common,TalentCardRarity
天赋卡,grd_timelord1,slotDiscount,0.00,float
天赋卡,grd_timelord1,effectType,GuardianRewindExtraCount,TalentEffectType
天赋卡,grd_timelord1,effectValue,2,int
天赋卡,grd_timelord1,effectValue2,0,int
天赋卡,grd_timelord1,secondaryEffectType,GuardianRewindExtraTime,TalentEffectType
天赋卡,grd_timelord1,secondaryEffectValue,5,int
天赋卡,grd_timelord1,secondaryEffectValue2,0,int
天赋卡,grd_timelord1,effectTarget,Global,CardEffectTarget
天赋卡,grd_timelord1,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_timelord1,targetOperatorDataId,-1,int
天赋卡,grd_timelord1,purchaseCooldownPenalty,0,int
天赋卡,grd_timelord1,cardScope,PerRun,CardScope
天赋卡,grd_timelord1,isGuardianRewindCard,false,bool
天赋卡,grd_timelord1,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_timelord1,triggerValue,0,int
天赋卡,grd_timelord1,isCurse,false,bool
天赋卡,grd_timelord1,curseEffectType,None,TalentEffectType
天赋卡,grd_timelord1,curseEffectValue,0,int
天赋卡,grd_timelord1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_timelord1,curseSecondaryEffectValue,0,int
天赋卡,grd_timelord1,curseRemovable,true,bool
天赋卡,rar_ad,cardId,rar_ad,string
天赋卡,rar_ad,displayName,攻防一体,string
天赋卡,rar_ad,description,攻击力+15%，防御力+20%,string
天赋卡,rar_ad,cardType,Rare,TalentCardType
天赋卡,rar_ad,rarity,Common,TalentCardRarity
天赋卡,rar_ad,slotDiscount,0.00,float
天赋卡,rar_ad,effectType,AttackPercent,TalentEffectType
天赋卡,rar_ad,effectValue,15,int
天赋卡,rar_ad,effectValue2,0,int
天赋卡,rar_ad,secondaryEffectType,DefensePercent,TalentEffectType
天赋卡,rar_ad,secondaryEffectValue,20,int
天赋卡,rar_ad,secondaryEffectValue2,0,int
天赋卡,rar_ad,effectTarget,Global,CardEffectTarget
天赋卡,rar_ad,targetOperatorType,Vanguard,OperatorType
天赋卡,rar_ad,targetOperatorDataId,-1,int
天赋卡,rar_ad,purchaseCooldownPenalty,0,int
天赋卡,rar_ad,cardScope,PerRun,CardScope
天赋卡,rar_ad,isGuardianRewindCard,false,bool
天赋卡,rar_ad,triggerType,None,GuardianRewindTriggerType
天赋卡,rar_ad,triggerValue,0,int
天赋卡,rar_ad,isCurse,false,bool
天赋卡,rar_ad,curseEffectType,None,TalentEffectType
天赋卡,rar_ad,curseEffectValue,0,int
天赋卡,rar_ad,curseSecondaryEffectType,None,TalentEffectType
天赋卡,rar_ad,curseSecondaryEffectValue,0,int
天赋卡,rar_ad,curseRemovable,true,bool
天赋卡,rar_ag,cardId,rar_ag,string
天赋卡,rar_ag,displayName,攻守同盟,string
天赋卡,rar_ag,description,攻击力+12%，守护点生命+5,string
天赋卡,rar_ag,cardType,Rare,TalentCardType
天赋卡,rar_ag,rarity,Common,TalentCardRarity
天赋卡,rar_ag,slotDiscount,0.00,float
天赋卡,rar_ag,effectType,AttackPercent,TalentEffectType
天赋卡,rar_ag,effectValue,12,int
天赋卡,rar_ag,effectValue2,0,int
天赋卡,rar_ag,secondaryEffectType,GuardianHpBonus,TalentEffectType
天赋卡,rar_ag,secondaryEffectValue,5,int
天赋卡,rar_ag,secondaryEffectValue2,0,int
天赋卡,rar_ag,effectTarget,Global,CardEffectTarget
天赋卡,rar_ag,targetOperatorType,Vanguard,OperatorType
天赋卡,rar_ag,targetOperatorDataId,-1,int
天赋卡,rar_ag,purchaseCooldownPenalty,0,int
天赋卡,rar_ag,cardScope,PerRun,CardScope
天赋卡,rar_ag,isGuardianRewindCard,false,bool
天赋卡,rar_ag,triggerType,None,GuardianRewindTriggerType
天赋卡,rar_ag,triggerValue,0,int
天赋卡,rar_ag,isCurse,false,bool
天赋卡,rar_ag,curseEffectType,None,TalentEffectType
天赋卡,rar_ag,curseEffectValue,0,int
天赋卡,rar_ag,curseSecondaryEffectType,None,TalentEffectType
天赋卡,rar_ag,curseSecondaryEffectValue,0,int
天赋卡,rar_ag,curseRemovable,true,bool
天赋卡,rar_ah,cardId,rar_ah,string
天赋卡,rar_ah,displayName,攻血兼备,string
天赋卡,rar_ah,description,攻击力+15%，最大生命+20%,string
天赋卡,rar_ah,cardType,Rare,TalentCardType
天赋卡,rar_ah,rarity,Common,TalentCardRarity
天赋卡,rar_ah,slotDiscount,0.00,float
天赋卡,rar_ah,effectType,AttackPercent,TalentEffectType
天赋卡,rar_ah,effectValue,15,int
天赋卡,rar_ah,effectValue2,0,int
天赋卡,rar_ah,secondaryEffectType,MaxHpPercent,TalentEffectType
天赋卡,rar_ah,secondaryEffectValue,20,int
天赋卡,rar_ah,secondaryEffectValue2,0,int
天赋卡,rar_ah,effectTarget,Global,CardEffectTarget
天赋卡,rar_ah,targetOperatorType,Vanguard,OperatorType
天赋卡,rar_ah,targetOperatorDataId,-1,int
天赋卡,rar_ah,purchaseCooldownPenalty,0,int
天赋卡,rar_ah,cardScope,PerRun,CardScope
天赋卡,rar_ah,isGuardianRewindCard,false,bool
天赋卡,rar_ah,triggerType,None,GuardianRewindTriggerType
天赋卡,rar_ah,triggerValue,0,int
天赋卡,rar_ah,isCurse,false,bool
天赋卡,rar_ah,curseEffectType,None,TalentEffectType
天赋卡,rar_ah,curseEffectValue,0,int
天赋卡,rar_ah,curseSecondaryEffectType,None,TalentEffectType
天赋卡,rar_ah,curseSecondaryEffectValue,0,int
天赋卡,rar_ah,curseRemovable,true,bool
天赋卡,rar_all,cardId,rar_all,string
天赋卡,rar_all,displayName,全面发展,string
天赋卡,rar_all,description,攻击力+10%，防御力+12%,string
天赋卡,rar_all,cardType,Rare,TalentCardType
天赋卡,rar_all,rarity,Common,TalentCardRarity
天赋卡,rar_all,slotDiscount,0.00,float
天赋卡,rar_all,effectType,AttackPercent,TalentEffectType
天赋卡,rar_all,effectValue,10,int
天赋卡,rar_all,effectValue2,0,int
天赋卡,rar_all,secondaryEffectType,DefensePercent,TalentEffectType
天赋卡,rar_all,secondaryEffectValue,12,int
天赋卡,rar_all,secondaryEffectValue2,0,int
天赋卡,rar_all,effectTarget,Global,CardEffectTarget
天赋卡,rar_all,targetOperatorType,Vanguard,OperatorType
天赋卡,rar_all,targetOperatorDataId,-1,int
天赋卡,rar_all,purchaseCooldownPenalty,0,int
天赋卡,rar_all,cardScope,PerRun,CardScope
天赋卡,rar_all,isGuardianRewindCard,false,bool
天赋卡,rar_all,triggerType,None,GuardianRewindTriggerType
天赋卡,rar_all,triggerValue,0,int
天赋卡,rar_all,isCurse,false,bool
天赋卡,rar_all,curseEffectType,None,TalentEffectType
天赋卡,rar_all,curseEffectValue,0,int
天赋卡,rar_all,curseSecondaryEffectType,None,TalentEffectType
天赋卡,rar_all,curseSecondaryEffectValue,0,int
天赋卡,rar_all,curseRemovable,true,bool
天赋卡,rar_as,cardId,rar_as,string
天赋卡,rar_as,displayName,战技合一,string
天赋卡,rar_as,description,攻击力+18%，攻击速度+12%,string
天赋卡,rar_as,cardType,Rare,TalentCardType
天赋卡,rar_as,rarity,Common,TalentCardRarity
天赋卡,rar_as,slotDiscount,0.00,float
天赋卡,rar_as,effectType,AttackPercent,TalentEffectType
天赋卡,rar_as,effectValue,18,int
天赋卡,rar_as,effectValue2,0,int
天赋卡,rar_as,secondaryEffectType,AttackSpeedPercent,TalentEffectType
天赋卡,rar_as,secondaryEffectValue,12,int
天赋卡,rar_as,secondaryEffectValue2,0,int
天赋卡,rar_as,effectTarget,Global,CardEffectTarget
天赋卡,rar_as,targetOperatorType,Vanguard,OperatorType
天赋卡,rar_as,targetOperatorDataId,-1,int
天赋卡,rar_as,purchaseCooldownPenalty,0,int
天赋卡,rar_as,cardScope,PerRun,CardScope
天赋卡,rar_as,isGuardianRewindCard,false,bool
天赋卡,rar_as,triggerType,None,GuardianRewindTriggerType
天赋卡,rar_as,triggerValue,0,int
天赋卡,rar_as,isCurse,false,bool
天赋卡,rar_as,curseEffectType,None,TalentEffectType
天赋卡,rar_as,curseEffectValue,0,int
天赋卡,rar_as,curseSecondaryEffectType,None,TalentEffectType
天赋卡,rar_as,curseSecondaryEffectValue,0,int
天赋卡,rar_as,curseRemovable,true,bool
天赋卡,rar_dga,cardId,rar_dga,string
天赋卡,rar_dga,displayName,坚壁守护,string
天赋卡,rar_dga,description,防御力+18%，守护点生命+5,string
天赋卡,rar_dga,cardType,Rare,TalentCardType
天赋卡,rar_dga,rarity,Common,TalentCardRarity
天赋卡,rar_dga,slotDiscount,0.00,float
天赋卡,rar_dga,effectType,DefensePercent,TalentEffectType
天赋卡,rar_dga,effectValue,18,int
天赋卡,rar_dga,effectValue2,0,int
天赋卡,rar_dga,secondaryEffectType,GuardianHpBonus,TalentEffectType
天赋卡,rar_dga,secondaryEffectValue,5,int
天赋卡,rar_dga,secondaryEffectValue2,0,int
天赋卡,rar_dga,effectTarget,Global,CardEffectTarget
天赋卡,rar_dga,targetOperatorType,Vanguard,OperatorType
天赋卡,rar_dga,targetOperatorDataId,-1,int
天赋卡,rar_dga,purchaseCooldownPenalty,0,int
天赋卡,rar_dga,cardScope,PerRun,CardScope
天赋卡,rar_dga,isGuardianRewindCard,false,bool
天赋卡,rar_dga,triggerType,None,GuardianRewindTriggerType
天赋卡,rar_dga,triggerValue,0,int
天赋卡,rar_dga,isCurse,false,bool
天赋卡,rar_dga,curseEffectType,None,TalentEffectType
天赋卡,rar_dga,curseEffectValue,0,int
天赋卡,rar_dga,curseSecondaryEffectType,None,TalentEffectType
天赋卡,rar_dga,curseSecondaryEffectValue,0,int
天赋卡,rar_dga,curseRemovable,true,bool
天赋卡,rar_dh,cardId,rar_dh,string
天赋卡,rar_dh,displayName,防血双修,string
天赋卡,rar_dh,description,防御力+20%，最大生命+20%,string
天赋卡,rar_dh,cardType,Rare,TalentCardType
天赋卡,rar_dh,rarity,Common,TalentCardRarity
天赋卡,rar_dh,slotDiscount,0.00,float
天赋卡,rar_dh,effectType,DefensePercent,TalentEffectType
天赋卡,rar_dh,effectValue,20,int
天赋卡,rar_dh,effectValue2,0,int
天赋卡,rar_dh,secondaryEffectType,MaxHpPercent,TalentEffectType
天赋卡,rar_dh,secondaryEffectValue,20,int
天赋卡,rar_dh,secondaryEffectValue2,0,int
天赋卡,rar_dh,effectTarget,Global,CardEffectTarget
天赋卡,rar_dh,targetOperatorType,Vanguard,OperatorType
天赋卡,rar_dh,targetOperatorDataId,-1,int
天赋卡,rar_dh,purchaseCooldownPenalty,0,int
天赋卡,rar_dh,cardScope,PerRun,CardScope
天赋卡,rar_dh,isGuardianRewindCard,false,bool
天赋卡,rar_dh,triggerType,None,GuardianRewindTriggerType
天赋卡,rar_dh,triggerValue,0,int
天赋卡,rar_dh,isCurse,false,bool
天赋卡,rar_dh,curseEffectType,None,TalentEffectType
天赋卡,rar_dh,curseEffectValue,0,int
天赋卡,rar_dh,curseSecondaryEffectType,None,TalentEffectType
天赋卡,rar_dh,curseSecondaryEffectValue,0,int
天赋卡,rar_dh,curseRemovable,true,bool
天赋卡,rar_ds,cardId,rar_ds,string
天赋卡,rar_ds,displayName,守技同心,string
天赋卡,rar_ds,description,防御力+20%，最大生命+15%,string
天赋卡,rar_ds,cardType,Rare,TalentCardType
天赋卡,rar_ds,rarity,Common,TalentCardRarity
天赋卡,rar_ds,slotDiscount,0.00,float
天赋卡,rar_ds,effectType,DefensePercent,TalentEffectType
天赋卡,rar_ds,effectValue,20,int
天赋卡,rar_ds,effectValue2,0,int
天赋卡,rar_ds,secondaryEffectType,MaxHpPercent,TalentEffectType
天赋卡,rar_ds,secondaryEffectValue,15,int
天赋卡,rar_ds,secondaryEffectValue2,0,int
天赋卡,rar_ds,effectTarget,Global,CardEffectTarget
天赋卡,rar_ds,targetOperatorType,Vanguard,OperatorType
天赋卡,rar_ds,targetOperatorDataId,-1,int
天赋卡,rar_ds,purchaseCooldownPenalty,0,int
天赋卡,rar_ds,cardScope,PerRun,CardScope
天赋卡,rar_ds,isGuardianRewindCard,false,bool
天赋卡,rar_ds,triggerType,None,GuardianRewindTriggerType
天赋卡,rar_ds,triggerValue,0,int
天赋卡,rar_ds,isCurse,false,bool
天赋卡,rar_ds,curseEffectType,None,TalentEffectType
天赋卡,rar_ds,curseEffectValue,0,int
天赋卡,rar_ds,curseSecondaryEffectType,None,TalentEffectType
天赋卡,rar_ds,curseSecondaryEffectValue,0,int
天赋卡,rar_ds,curseRemovable,true,bool
天赋卡,rar_perfect,cardId,rar_perfect,string
天赋卡,rar_perfect,displayName,完美主义,string
天赋卡,rar_perfect,description,攻击力+15%，防御力+15%,string
天赋卡,rar_perfect,cardType,Rare,TalentCardType
天赋卡,rar_perfect,rarity,Common,TalentCardRarity
天赋卡,rar_perfect,slotDiscount,0.00,float
天赋卡,rar_perfect,effectType,AttackPercent,TalentEffectType
天赋卡,rar_perfect,effectValue,15,int
天赋卡,rar_perfect,effectValue2,0,int
天赋卡,rar_perfect,secondaryEffectType,DefensePercent,TalentEffectType
天赋卡,rar_perfect,secondaryEffectValue,15,int
天赋卡,rar_perfect,secondaryEffectValue2,0,int
天赋卡,rar_perfect,effectTarget,Global,CardEffectTarget
天赋卡,rar_perfect,targetOperatorType,Vanguard,OperatorType
天赋卡,rar_perfect,targetOperatorDataId,-1,int
天赋卡,rar_perfect,purchaseCooldownPenalty,0,int
天赋卡,rar_perfect,cardScope,PerRun,CardScope
天赋卡,rar_perfect,isGuardianRewindCard,false,bool
天赋卡,rar_perfect,triggerType,None,GuardianRewindTriggerType
天赋卡,rar_perfect,triggerValue,0,int
天赋卡,rar_perfect,isCurse,false,bool
天赋卡,rar_perfect,curseEffectType,None,TalentEffectType
天赋卡,rar_perfect,curseEffectValue,0,int
天赋卡,rar_perfect,curseSecondaryEffectType,None,TalentEffectType
天赋卡,rar_perfect,curseSecondaryEffectValue,0,int
