分类,名称,字段,数值,类型
天赋卡,skl_defender_heal,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_defender_heal,curseSecondaryEffectValue,0,int
天赋卡,skl_defender_heal,curseRemovable,true,bool
天赋卡,skl_duration,cardId,skl_duration,string
天赋卡,skl_duration,displayName,技能延续,string
天赋卡,skl_duration,description,全体干员技能持续时间+40%,string
天赋卡,skl_duration,cardType,Skill,TalentCardType
天赋卡,skl_duration,rarity,Common,TalentCardRarity
天赋卡,skl_duration,slotDiscount,0.00,float
天赋卡,skl_duration,effectType,None,TalentEffectType
天赋卡,skl_duration,effectValue,40,int
天赋卡,skl_duration,effectValue2,0,int
天赋卡,skl_duration,secondaryEffectType,None,TalentEffectType
天赋卡,skl_duration,secondaryEffectValue,0,int
天赋卡,skl_duration,secondaryEffectValue2,0,int
天赋卡,skl_duration,effectTarget,Global,CardEffectTarget
天赋卡,skl_duration,targetOperatorType,Vanguard,OperatorType
天赋卡,skl_duration,targetOperatorDataId,-1,int
天赋卡,skl_duration,purchaseCooldownPenalty,0,int
天赋卡,skl_duration,cardScope,PerRun,CardScope
天赋卡,skl_duration,isGuardianRewindCard,false,bool
天赋卡,skl_duration,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_duration,triggerValue,0,int
天赋卡,skl_duration,cardTier,Star,CardTier
天赋卡,skl_duration,dreamCardOperatorKey,,string
天赋卡,skl_duration,isCurse,false,bool
天赋卡,skl_duration,curseEffectType,None,TalentEffectType
天赋卡,skl_duration,curseEffectValue,0,int
天赋卡,skl_duration,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_duration,curseSecondaryEffectValue,0,int
天赋卡,skl_duration,curseRemovable,true,bool
天赋卡,skl_guard,cardId,skl_guard,string
天赋卡,skl_guard,displayName,卫士之怒,string
天赋卡,skl_guard,description,近卫干员技能期间攻击力+50%,string
天赋卡,skl_guard,cardType,Skill,TalentCardType
天赋卡,skl_guard,rarity,Advanced,TalentCardRarity
天赋卡,skl_guard,slotDiscount,0.00,float
天赋卡,skl_guard,effectType,None,TalentEffectType
天赋卡,skl_guard,effectValue,50,int
天赋卡,skl_guard,effectValue2,0,int
天赋卡,skl_guard,secondaryEffectType,None,TalentEffectType
天赋卡,skl_guard,secondaryEffectValue,0,int
天赋卡,skl_guard,secondaryEffectValue2,0,int
天赋卡,skl_guard,effectTarget,ByClass,CardEffectTarget
天赋卡,skl_guard,targetOperatorType,Vanguard,OperatorType
天赋卡,skl_guard,targetOperatorDataId,-1,int
天赋卡,skl_guard,purchaseCooldownPenalty,15,int
天赋卡,skl_guard,cardScope,PerRun,CardScope
天赋卡,skl_guard,isGuardianRewindCard,false,bool
天赋卡,skl_guard,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_guard,triggerValue,0,int
天赋卡,skl_guard,cardTier,Star,CardTier
天赋卡,skl_guard,dreamCardOperatorKey,,string
天赋卡,skl_guard,isCurse,false,bool
天赋卡,skl_guard,curseEffectType,None,TalentEffectType
天赋卡,skl_guard,curseEffectValue,0,int
天赋卡,skl_guard,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_guard,curseSecondaryEffectValue,0,int
天赋卡,skl_guard,curseRemovable,true,bool
天赋卡,skl_medic_attack,cardId,skl_medic_attack,string
天赋卡,skl_medic_attack,displayName,医者仁心,string
天赋卡,skl_medic_attack,description,医疗干员释放技能时同时攻击敌人,string
天赋卡,skl_medic_attack,cardType,Skill,TalentCardType
天赋卡,skl_medic_attack,rarity,Rare,TalentCardRarity
天赋卡,skl_medic_attack,slotDiscount,0.00,float
天赋卡,skl_medic_attack,effectType,None,TalentEffectType
天赋卡,skl_medic_attack,effectValue,1,int
天赋卡,skl_medic_attack,effectValue2,0,int
天赋卡,skl_medic_attack,secondaryEffectType,None,TalentEffectType
天赋卡,skl_medic_attack,secondaryEffectValue,0,int
天赋卡,skl_medic_attack,secondaryEffectValue2,0,int
天赋卡,skl_medic_attack,effectTarget,ByClass,CardEffectTarget
天赋卡,skl_medic_attack,targetOperatorType,Medic,OperatorType
天赋卡,skl_medic_attack,targetOperatorDataId,-1,int
天赋卡,skl_medic_attack,purchaseCooldownPenalty,15,int
天赋卡,skl_medic_attack,cardScope,PerRun,CardScope
天赋卡,skl_medic_attack,isGuardianRewindCard,false,bool
天赋卡,skl_medic_attack,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_medic_attack,triggerValue,0,int
天赋卡,skl_medic_attack,cardTier,Star,CardTier
天赋卡,skl_medic_attack,dreamCardOperatorKey,,string
天赋卡,skl_medic_attack,isCurse,false,bool
天赋卡,skl_medic_attack,curseEffectType,None,TalentEffectType
天赋卡,skl_medic_attack,curseEffectValue,0,int
天赋卡,skl_medic_attack,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_medic_attack,curseSecondaryEffectValue,0,int
天赋卡,skl_medic_attack,curseRemovable,true,bool
天赋卡,skl_sniper_chain,cardId,skl_sniper_chain,string
天赋卡,skl_sniper_chain,displayName,狙击连锁,string
天赋卡,skl_sniper_chain,description,狙击干员攻击可在敌人间弹射1次,string
天赋卡,skl_sniper_chain,cardType,Skill,TalentCardType
天赋卡,skl_sniper_chain,rarity,Advanced,TalentCardRarity
天赋卡,skl_sniper_chain,slotDiscount,0.00,float
天赋卡,skl_sniper_chain,effectType,None,TalentEffectType
天赋卡,skl_sniper_chain,effectValue,1,int
天赋卡,skl_sniper_chain,effectValue2,0,int
天赋卡,skl_sniper_chain,secondaryEffectType,None,TalentEffectType
天赋卡,skl_sniper_chain,secondaryEffectValue,0,int
天赋卡,skl_sniper_chain,secondaryEffectValue2,0,int
天赋卡,skl_sniper_chain,effectTarget,ByClass,CardEffectTarget
天赋卡,skl_sniper_chain,targetOperatorType,Caster,OperatorType
天赋卡,skl_sniper_chain,targetOperatorDataId,-1,int
天赋卡,skl_sniper_chain,purchaseCooldownPenalty,15,int
天赋卡,skl_sniper_chain,cardScope,PerRun,CardScope
天赋卡,skl_sniper_chain,isGuardianRewindCard,false,bool
天赋卡,skl_sniper_chain,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_sniper_chain,triggerValue,0,int
天赋卡,skl_sniper_chain,cardTier,Star,CardTier
天赋卡,skl_sniper_chain,dreamCardOperatorKey,,string
天赋卡,skl_sniper_chain,isCurse,false,bool
天赋卡,skl_sniper_chain,curseEffectType,None,TalentEffectType
天赋卡,skl_sniper_chain,curseEffectValue,0,int
天赋卡,skl_sniper_chain,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_sniper_chain,curseSecondaryEffectValue,0,int
天赋卡,skl_sniper_chain,curseRemovable,true,bool
天赋卡,skl_specialist_tp,cardId,skl_specialist_tp,string
天赋卡,skl_specialist_tp,displayName,特种传送,string
天赋卡,skl_specialist_tp,description,特种干员可免费传送1次到任意位置,string
天赋卡,skl_specialist_tp,cardType,Skill,TalentCardType
天赋卡,skl_specialist_tp,rarity,Rare,TalentCardRarity
天赋卡,skl_specialist_tp,slotDiscount,0.00,float
天赋卡,skl_specialist_tp,effectType,None,TalentEffectType
天赋卡,skl_specialist_tp,effectValue,1,int
天赋卡,skl_specialist_tp,effectValue2,0,int
天赋卡,skl_specialist_tp,secondaryEffectType,None,TalentEffectType
天赋卡,skl_specialist_tp,secondaryEffectValue,0,int
天赋卡,skl_specialist_tp,secondaryEffectValue2,0,int
天赋卡,skl_specialist_tp,effectTarget,ByClass,CardEffectTarget
天赋卡,skl_specialist_tp,targetOperatorType,Specialist,OperatorType
天赋卡,skl_specialist_tp,targetOperatorDataId,-1,int
天赋卡,skl_specialist_tp,purchaseCooldownPenalty,15,int
天赋卡,skl_specialist_tp,cardScope,PerRun,CardScope
天赋卡,skl_specialist_tp,isGuardianRewindCard,false,bool
天赋卡,skl_specialist_tp,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_specialist_tp,triggerValue,0,int
天赋卡,skl_specialist_tp,cardTier,Star,CardTier
天赋卡,skl_specialist_tp,dreamCardOperatorKey,,string
天赋卡,skl_specialist_tp,isCurse,false,bool
天赋卡,skl_specialist_tp,curseEffectType,None,TalentEffectType
天赋卡,skl_specialist_tp,curseEffectValue,0,int
天赋卡,skl_specialist_tp,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_specialist_tp,curseSecondaryEffectValue,0,int
天赋卡,skl_specialist_tp,curseRemovable,true,bool
天赋卡,skl_vanguard_dp,cardId,skl_vanguard_dp,string
天赋卡,skl_vanguard_dp,displayName,先锋征召,string
天赋卡,skl_vanguard_dp,description,先锋干员部署后返还30%部署费用,string
天赋卡,skl_vanguard_dp,cardType,Skill,TalentCardType
天赋卡,skl_vanguard_dp,rarity,Common,TalentCardRarity
天赋卡,skl_vanguard_dp,slotDiscount,0.00,float
天赋卡,skl_vanguard_dp,effectType,None,TalentEffectType
天赋卡,skl_vanguard_dp,effectValue,30,int
天赋卡,skl_vanguard_dp,effectValue2,0,int
天赋卡,skl_vanguard_dp,secondaryEffectType,None,TalentEffectType
天赋卡,skl_vanguard_dp,secondaryEffectValue,0,int
天赋卡,skl_vanguard_dp,secondaryEffectValue2,0,int
天赋卡,skl_vanguard_dp,effectTarget,ByClass,CardEffectTarget
天赋卡,skl_vanguard_dp,targetOperatorType,Guard,OperatorType
天赋卡,skl_vanguard_dp,targetOperatorDataId,-1,int
天赋卡,skl_vanguard_dp,purchaseCooldownPenalty,15,int
天赋卡,skl_vanguard_dp,cardScope,PerRun,CardScope
天赋卡,skl_vanguard_dp,isGuardianRewindCard,false,bool
天赋卡,skl_vanguard_dp,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_vanguard_dp,triggerValue,0,int
天赋卡,skl_vanguard_dp,cardTier,Star,CardTier
天赋卡,skl_vanguard_dp,dreamCardOperatorKey,,string
天赋卡,skl_vanguard_dp,isCurse,false,bool
天赋卡,skl_vanguard_dp,curseEffectType,None,TalentEffectType
天赋卡,skl_vanguard_dp,curseEffectValue,0,int
天赋卡,skl_vanguard_dp,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_vanguard_dp,curseSecondaryEffectValue,0,int
天赋卡,skl_vanguard_dp,curseRemovable,true,bool
天赋卡,spc_card_capacity,cardId,spc_card_capacity,string
天赋卡,spc_card_capacity,displayName,星卡容量,string
天赋卡,spc_card_capacity,description,可持有的最大卡片数量+1,string
天赋卡,spc_card_capacity,cardType,Special,TalentCardType
天赋卡,spc_card_capacity,rarity,Advanced,TalentCardRarity
天赋卡,spc_card_capacity,slotDiscount,0.00,float
天赋卡,spc_card_capacity,effectType,None,TalentEffectType
天赋卡,spc_card_capacity,effectValue,1,int
天赋卡,spc_card_capacity,effectValue2,0,int
天赋卡,spc_card_capacity,secondaryEffectType,None,TalentEffectType
天赋卡,spc_card_capacity,secondaryEffectValue,0,int
天赋卡,spc_card_capacity,secondaryEffectValue2,0,int
天赋卡,spc_card_capacity,effectTarget,Global,CardEffectTarget
天赋卡,spc_card_capacity,targetOperatorType,Vanguard,OperatorType
天赋卡,spc_card_capacity,targetOperatorDataId,-1,int
天赋卡,spc_card_capacity,purchaseCooldownPenalty,0,int
天赋卡,spc_card_capacity,cardScope,PerRun,CardScope
天赋卡,spc_card_capacity,isGuardianRewindCard,false,bool
天赋卡,spc_card_capacity,triggerType,None,GuardianRewindTriggerType
天赋卡,spc_card_capacity,triggerValue,0,int
天赋卡,spc_card_capacity,cardTier,Star,CardTier
天赋卡,spc_card_capacity,dreamCardOperatorKey,,string
天赋卡,spc_card_capacity,isCurse,false,bool
天赋卡,spc_card_capacity,curseEffectType,None,TalentEffectType
天赋卡,spc_card_capacity,curseEffectValue,0,int
天赋卡,spc_card_capacity,curseSecondaryEffectType,None,TalentEffectType
天赋卡,spc_card_capacity,curseSecondaryEffectValue,0,int
天赋卡,spc_card_capacity,curseRemovable,true,bool
天赋卡,spc_draw,cardId,spc_draw,string
天赋卡,spc_draw,displayName,命运抉择,string
天赋卡,spc_draw,description,每场战斗后额外抽取1张卡片,string
天赋卡,spc_draw,cardType,Special,TalentCardType
天赋卡,spc_draw,rarity,Common,TalentCardRarity
天赋卡,spc_draw,slotDiscount,0.00,float
天赋卡,spc_draw,effectType,None,TalentEffectType
天赋卡,spc_draw,effectValue,1,int
天赋卡,spc_draw,effectValue2,0,int
天赋卡,spc_draw,secondaryEffectType,None,TalentEffectType
天赋卡,spc_draw,secondaryEffectValue,0,int
天赋卡,spc_draw,secondaryEffectValue2,0,int
天赋卡,spc_draw,effectTarget,Global,CardEffectTarget
天赋卡,spc_draw,targetOperatorType,Vanguard,OperatorType
天赋卡,spc_draw,targetOperatorDataId,-1,int
天赋卡,spc_draw,purchaseCooldownPenalty,0,int
天赋卡,spc_draw,cardScope,PerRun,CardScope
天赋卡,spc_draw,isGuardianRewindCard,false,bool
天赋卡,spc_draw,triggerType,None,GuardianRewindTriggerType
天赋卡,spc_draw,triggerValue,0,int
天赋卡,spc_draw,cardTier,Star,CardTier
天赋卡,spc_draw,dreamCardOperatorKey,,string
天赋卡,spc_draw,isCurse,false,bool
天赋卡,spc_draw,curseEffectType,None,TalentEffectType
天赋卡,spc_draw,curseEffectValue,0,int
天赋卡,spc_draw,curseSecondaryEffectType,None,TalentEffectType
天赋卡,spc_draw,curseSecondaryEffectValue,0,int
天赋卡,spc_draw,curseRemovable,true,bool
天赋卡,spc_extra_shop,cardId,spc_extra_shop,string
天赋卡,spc_extra_shop,displayName,免费购物,string
天赋卡,spc_extra_shop,description,本局免费购买1张卡片,string
天赋卡,spc_extra_shop,cardType,Special,TalentCardType
天赋卡,spc_extra_shop,rarity,Advanced,TalentCardRarity
天赋卡,spc_extra_shop,slotDiscount,0.00,float
天赋卡,spc_extra_shop,effectType,None,TalentEffectType
天赋卡,spc_extra_shop,effectValue,1,int
天赋卡,spc_extra_shop,effectValue2,0,int
天赋卡,spc_extra_shop,secondaryEffectType,None,TalentEffectType
天赋卡,spc_extra_shop,secondaryEffectValue,0,int
天赋卡,spc_extra_shop,secondaryEffectValue2,0,int
天赋卡,spc_extra_shop,effectTarget,Global,CardEffectTarget
天赋卡,spc_extra_shop,targetOperatorType,Vanguard,OperatorType
天赋卡,spc_extra_shop,targetOperatorDataId,-1,int
天赋卡,spc_extra_shop,purchaseCooldownPenalty,0,int
天赋卡,spc_extra_shop,cardScope,PerRun,CardScope
天赋卡,spc_extra_shop,isGuardianRewindCard,false,bool
天赋卡,spc_extra_shop,triggerType,None,GuardianRewindTriggerType
天赋卡,spc_extra_shop,triggerValue,0,int
天赋卡,spc_extra_shop,cardTier,Star,CardTier
天赋卡,spc_extra_shop,dreamCardOperatorKey,,string
天赋卡,spc_extra_shop,isCurse,false,bool
天赋卡,spc_extra_shop,curseEffectType,None,TalentEffectType
天赋卡,spc_extra_shop,curseEffectValue,0,int
天赋卡,spc_extra_shop,curseSecondaryEffectType,None,TalentEffectType
天赋卡,spc_extra_shop,curseSecondaryEffectValue,0,int
天赋卡,spc_extra_shop,curseRemovable,true,bool
天赋卡,spc_gold,cardId,spc_gold,string
天赋卡,spc_gold,displayName,财源滚滚,string
天赋卡,spc_gold,description,金币获取+35%,string
天赋卡,spc_gold,cardType,Special,TalentCardType
天赋卡,spc_gold,rarity,Common,TalentCardRarity
天赋卡,spc_gold,slotDiscount,0.00,float
天赋卡,spc_gold,effectType,GoldBonus,TalentEffectType
天赋卡,spc_gold,effectValue,35,int
天赋卡,spc_gold,effectValue2,0,int
天赋卡,spc_gold,secondaryEffectType,None,TalentEffectType
天赋卡,spc_gold,secondaryEffectValue,0,int
天赋卡,spc_gold,secondaryEffectValue2,0,int
天赋卡,spc_gold,effectTarget,Global,CardEffectTarget
天赋卡,spc_gold,targetOperatorType,Vanguard,OperatorType
天赋卡,spc_gold,targetOperatorDataId,-1,int
天赋卡,spc_gold,purchaseCooldownPenalty,0,int
天赋卡,spc_gold,cardScope,PerRun,CardScope
天赋卡,spc_gold,isGuardianRewindCard,false,bool
天赋卡,spc_gold,triggerType,None,GuardianRewindTriggerType
天赋卡,spc_gold,triggerValue,0,int
天赋卡,spc_gold,cardTier,Star,CardTier
天赋卡,spc_gold,dreamCardOperatorKey,,string
天赋卡,spc_gold,isCurse,false,bool
天赋卡,spc_gold,curseEffectType,None,TalentEffectType
天赋卡,spc_gold,curseEffectValue,0,int
天赋卡,spc_gold,curseSecondaryEffectType,None,TalentEffectType
天赋卡,spc_gold,curseSecondaryEffectValue,0,int
天赋卡,spc_gold,curseRemovable,true,bool
天赋卡,spc_guard_attack,cardId,spc_guard_attack,string
天赋卡,spc_guard_attack,displayName,卫士横扫,string
天赋卡,spc_guard_attack,description,近卫干员同时攻击所有被阻挡的敌人,string
天赋卡,spc_guard_attack,cardType,Special,TalentCardType
天赋卡,spc_guard_attack,rarity,Rare,TalentCardRarity
天赋卡,spc_guard_attack,slotDiscount,0.00,float
天赋卡,spc_guard_attack,effectType,None,TalentEffectType
天赋卡,spc_guard_attack,effectValue,1,int
天赋卡,spc_guard_attack,effectValue2,0,int
天赋卡,spc_guard_attack,secondaryEffectType,None,TalentEffectType
天赋卡,spc_guard_attack,secondaryEffectValue,0,int
天赋卡,spc_guard_attack,secondaryEffectValue2,0,int
天赋卡,spc_guard_attack,effectTarget,ByClass,CardEffectTarget
天赋卡,spc_guard_attack,targetOperatorType,Vanguard,OperatorType
天赋卡,spc_guard_attack,targetOperatorDataId,-1,int
天赋卡,spc_guard_attack,purchaseCooldownPenalty,15,int
天赋卡,spc_guard_attack,cardScope,PerRun,CardScope
天赋卡,spc_guard_attack,isGuardianRewindCard,false,bool
天赋卡,spc_guard_attack,triggerType,None,GuardianRewindTriggerType
天赋卡,spc_guard_attack,triggerValue,0,int
天赋卡,spc_guard_attack,cardTier,Star,CardTier
天赋卡,spc_guard_attack,dreamCardOperatorKey,,string
天赋卡,spc_guard_attack,isCurse,false,bool
天赋卡,spc_guard_attack,curseEffectType,None,TalentEffectType
天赋卡,spc_guard_attack,curseEffectValue,0,int
天赋卡,spc_guard_attack,curseSecondaryEffectType,None,TalentEffectType
天赋卡,spc_guard_attack,curseSecondaryEffectValue,0,int
天赋卡,spc_guard_attack,curseRemovable,true,bool
天赋卡,spc_guard_range,cardId,spc_guard_range,string
天赋卡,spc_guard_range,displayName,先锋扩张,string
天赋卡,spc_guard_range,description,先锋干员可部署范围+2格,string
天赋卡,spc_guard_range,cardType,Special,TalentCardType
天赋卡,spc_guard_range,rarity,Advanced,TalentCardRarity
天赋卡,spc_guard_range,slotDiscount,0.00,float
天赋卡,spc_guard_range,effectType,None,TalentEffectType
天赋卡,spc_guard_range,effectValue,2,int
天赋卡,spc_guard_range,effectValue2,0,int
天赋卡,spc_guard_range,secondaryEffectType,None,TalentEffectType
天赋卡,spc_guard_range,secondaryEffectValue,0,int
天赋卡,spc_guard_range,secondaryEffectValue2,0,int
天赋卡,spc_guard_range,effectTarget,ByClass,CardEffectTarget
天赋卡,spc_guard_range,targetOperatorType,Guard,OperatorType
天赋卡,spc_guard_range,targetOperatorDataId,-1,int
天赋卡,spc_guard_range,purchaseCooldownPenalty,15,int
天赋卡,spc_guard_range,cardScope,PerRun,CardScope
天赋卡,spc_guard_range,isGuardianRewindCard,false,bool
天赋卡,spc_guard_range,triggerType,None,GuardianRewindTriggerType
天赋卡,spc_guard_range,triggerValue,0,int
天赋卡,spc_guard_range,cardTier,Star,CardTier
天赋卡,spc_guard_range,dreamCardOperatorKey,,string
天赋卡,spc_guard_range,isCurse,false,bool
天赋卡,spc_guard_range,curseEffectType,None,TalentEffectType
天赋卡,spc_guard_range,curseEffectValue,0,int
天赋卡,spc_guard_range,curseSecondaryEffectType,None,TalentEffectType
天赋卡,spc_guard_range,curseSecondaryEffectValue,0,int
天赋卡,spc_guard_range,curseRemovable,true,bool
天赋卡,spc_repair,cardId,spc_repair,string
天赋卡,spc_repair,displayName,战场维修,string
天赋卡,spc_repair,description,每场战斗结束后守护点生命回满,string
天赋卡,spc_repair,cardType,Special,TalentCardType
天赋卡,spc_repair,rarity,Common,TalentCardRarity
天赋卡,spc_repair,slotDiscount,0.00,float
天赋卡,spc_repair,effectType,GuardianBattleEndHeal,TalentEffectType
天赋卡,spc_repair,effectValue,1,int
天赋卡,spc_repair,effectValue2,0,int
天赋卡,spc_repair,secondaryEffectType,None,TalentEffectType
天赋卡,spc_repair,secondaryEffectValue,0,int
天赋卡,spc_repair,secondaryEffectValue2,0,int
天赋卡,spc_repair,effectTarget,Global,CardEffectTarget
天赋卡,spc_repair,targetOperatorType,Vanguard,OperatorType
天赋卡,spc_repair,targetOperatorDataId,-1,int
天赋卡,spc_repair,purchaseCooldownPenalty,0,int
天赋卡,spc_repair,cardScope,PerRun,CardScope
天赋卡,spc_repair,isGuardianRewindCard,false,bool
天赋卡,spc_repair,triggerType,None,GuardianRewindTriggerType
天赋卡,spc_repair,triggerValue,0,int
天赋卡,spc_repair,cardTier,Star,CardTier
天赋卡,spc_repair,dreamCardOperatorKey,,string
天赋卡,spc_repair,isCurse,false,bool
天赋卡,spc_repair,curseEffectType,None,TalentEffectType
天赋卡,spc_repair,curseEffectValue,0,int
天赋卡,spc_repair,curseSecondaryEffectType,None,TalentEffectType
天赋卡,spc_repair,curseSecondaryEffectValue,0,int
天赋卡,spc_repair,curseRemovable,true,bool
天赋卡,spc_reroll,cardId,spc_reroll,string
天赋卡,spc_reroll,displayName,免费重抽,string
天赋卡,spc_reroll,description,本局免费重抽2次,string
天赋卡,spc_reroll,cardType,Special,TalentCardType
天赋卡,spc_reroll,rarity,Common,TalentCardRarity
天赋卡,spc_reroll,slotDiscount,0.00,float
天赋卡,spc_reroll,effectType,None,TalentEffectType
天赋卡,spc_reroll,effectValue,2,int
天赋卡,spc_reroll,effectValue2,0,int
天赋卡,spc_reroll,secondaryEffectType,None,TalentEffectType
天赋卡,spc_reroll,secondaryEffectValue,0,int
天赋卡,spc_reroll,secondaryEffectValue2,0,int
天赋卡,spc_reroll,effectTarget,Global,CardEffectTarget
天赋卡,spc_reroll,targetOperatorType,Vanguard,OperatorType
天赋卡,spc_reroll,targetOperatorDataId,-1,int
天赋卡,spc_reroll,purchaseCooldownPenalty,0,int
天赋卡,spc_reroll,cardScope,PerRun,CardScope
天赋卡,spc_reroll,isGuardianRewindCard,false,bool
天赋卡,spc_reroll,triggerType,None,GuardianRewindTriggerType
天赋卡,spc_reroll,triggerValue,0,int
天赋卡,spc_reroll,cardTier,Star,CardTier
天赋卡,spc_reroll,dreamCardOperatorKey,,string
天赋卡,spc_reroll,isCurse,false,bool
天赋卡,spc_reroll,curseEffectType,None,TalentEffectType
天赋卡,spc_reroll,curseEffectValue,0,int
天赋卡,spc_reroll,curseSecondaryEffectType,None,TalentEffectType
天赋卡,spc_reroll,curseSecondaryEffectValue,0,int
天赋卡,spc_reroll,curseRemovable,true,bool
天赋卡,spc_revive,cardId,spc_revive,string
天赋卡,spc_revive,displayName,复活契约,string
天赋卡,spc_revive,description,干员死亡时30%概率复活并恢复50%生命值,string
天赋卡,spc_revive,cardType,Special,TalentCardType
天赋卡,spc_revive,rarity,Rare,TalentCardRarity
天赋卡,spc_revive,slotDiscount,0.00,float
天赋卡,spc_revive,effectType,None,TalentEffectType
天赋卡,spc_revive,effectValue,30,int
天赋卡,spc_revive,effectValue2,0,int
天赋卡,spc_revive,secondaryEffectType,None,TalentEffectType
天赋卡,spc_revive,secondaryEffectValue,0,int
天赋卡,spc_revive,secondaryEffectValue2,0,int
天赋卡,spc_revive,effectTarget,Global,CardEffectTarget
天赋卡,spc_revive,targetOperatorType,Vanguard,OperatorType
天赋卡,spc_revive,targetOperatorDataId,-1,int
天赋卡,spc_revive,purchaseCooldownPenalty,0,int
天赋卡,spc_revive,cardScope,PerRun,CardScope
天赋卡,spc_revive,isGuardianRewindCard,false,bool
天赋卡,spc_revive,triggerType,None,GuardianRewindTriggerType
天赋卡,spc_revive,triggerValue,0,int
天赋卡,spc_revive,cardTier,Star,CardTier
天赋卡,spc_revive,dreamCardOperatorKey,,string
天赋卡,spc_revive,isCurse,false,bool
天赋卡,spc_revive,curseEffectType,None,TalentEffectType
天赋卡,spc_revive,curseEffectValue,0,int
天赋卡,spc_revive,curseSecondaryEffectType,None,TalentEffectType
天赋卡,spc_revive,curseSecondaryEffectValue,0,int
天赋卡,spc_revive,curseRemovable,true,bool
天赋卡,spc_sniper_range,cardId,spc_sniper_range,string
天赋卡,spc_sniper_range,displayName,狙击射程,string
天赋卡,spc_sniper_range,description,狙击干员攻击范围+3格,string
天赋卡,spc_sniper_range,cardType,Special,TalentCardType
天赋卡,spc_sniper_range,rarity,Advanced,TalentCardRarity
天赋卡,spc_sniper_range,slotDiscount,0.00,float
天赋卡,spc_sniper_range,effectType,None,TalentEffectType
天赋卡,spc_sniper_range,effectValue,3,int
天赋卡,spc_sniper_range,effectValue2,0,int
天赋卡,spc_sniper_range,secondaryEffectType,None,TalentEffectType
天赋卡,spc_sniper_range,secondaryEffectValue,0,int
天赋卡,spc_sniper_range,secondaryEffectValue2,0,int
天赋卡,spc_sniper_range,effectTarget,ByClass,CardEffectTarget
天赋卡,spc_sniper_range,targetOperatorType,Caster,OperatorType
天赋卡,spc_sniper_range,targetOperatorDataId,-1,int
天赋卡,spc_sniper_range,purchaseCooldownPenalty,15,int
天赋卡,spc_sniper_range,cardScope,PerRun,CardScope
天赋卡,spc_sniper_range,isGuardianRewindCard,false,bool
天赋卡,spc_sniper_range,triggerType,None,GuardianRewindTriggerType
天赋卡,spc_sniper_range,triggerValue,0,int
天赋卡,spc_sniper_range,cardTier,Star,CardTier
天赋卡,spc_sniper_range,dreamCardOperatorKey,,string
天赋卡,spc_sniper_range,isCurse,false,bool
天赋卡,spc_sniper_range,curseEffectType,None,TalentEffectType
天赋卡,spc_sniper_range,curseEffectValue,0,int
天赋卡,spc_sniper_range,curseSecondaryEffectType,None,TalentEffectType
天赋卡,spc_sniper_range,curseSecondaryEffectValue,0,int
天赋卡,spc_sniper_range,curseRemovable,true,bool
天赋树,攻击强化 I,nodeId,atk_0,string
天赋树,攻击强化 I,branch,攻击,string
天赋树,攻击强化 I,order,0,int
天赋树,攻击强化 I,cost,4,int
天赋树,攻击强化 I,effectType,AttackFlat,enum
天赋树,攻击强化 I,effectValue,10,int
天赋树,攻击强化 I,isBig,false,bool
天赋树,攻速强化,nodeId,atk_1,string
天赋树,攻速强化,branch,攻击,string
天赋树,攻速强化,order,1,int
天赋树,攻速强化,cost,8,int
天赋树,攻速强化,effectType,AttackSpeed,enum
天赋树,攻速强化,effectValue,8,int
天赋树,攻速强化,isBig,false,bool
天赋树,攻击强化 II,nodeId,atk_2,string
天赋树,攻击强化 II,branch,攻击,string
天赋树,攻击强化 II,order,2,int
天赋树,攻击强化 II,cost,12,int
天赋树,攻击强化 II,effectType,AttackFlat,enum
天赋树,攻击强化 II,effectValue,15,int
天赋树,攻击强化 II,isBig,false,bool
天赋树,战争领主,nodeId,atk_3,string
天赋树,战争领主,branch,攻击,string
天赋树,战争领主,order,3,int
天赋树,战争领主,cost,20,int
天赋树,战争领主,effectType,AttackPercent,enum
天赋树,战争领主,effectValue,25,int
天赋树,战争领主,isBig,true,bool
天赋树,防御强化 I,nodeId,def_0,string
天赋树,防御强化 I,branch,防御,string
天赋树,防御强化 I,order,0,int
天赋树,防御强化 I,cost,4,int
天赋树,防御强化 I,effectType,DefenseFlat,enum
天赋树,防御强化 I,effectValue,10,int
天赋树,防御强化 I,isBig,false,bool
天赋树,守护壁垒,nodeId,def_1,string
天赋树,守护壁垒,branch,防御,string
天赋树,守护壁垒,order,1,int
天赋树,守护壁垒,cost,8,int
天赋树,守护壁垒,effectType,GuardianHp,enum
天赋树,守护壁垒,effectValue,1,int
天赋树,守护壁垒,isBig,false,bool
